Year,Month,Day,Day Number,Dunstaffnage,Barcaldine,Inverawe,Weisdale,Lerwick
 1970.0,   10.0,   24.0,  297.0,    5.6,    7.0,    6.0,    2.0,    2.6
 1970.0,   10.0,   25.0,  298.0,    6.4,    9.8,    9.2,    4.3,    9.4
 1970.0,   10.0,   26.0,  299.0,    5.7,    5.7,    6.5,    3.9,    5.7
 1970.0,   10.0,   27.0,  300.0,    5.4,    9.0,    9.8,   10.6,    7.9
 1970.0,   10.0,   28.0,  301.0,    5.1,    6.2,    5.9,    4.4,    7.8
 1970.0,   10.0,   29.0,  302.0,    5.7,    5.4,    5.7,    7.0,    8.3
 1970.0,   10.0,   30.0,  303.0,    6.3,   12.4,    9.1,    2.5,    4.6
 1970.0,   10.0,   31.0,  304.0,    7.1,    8.9,   10.5,   21.9,   12.7
 1970.0,   11.0,    1.0,  305.0,   46.8,   13.8,    7.9,    3.8,    3.3
 1970.0,   11.0,    2.0,  306.0,    6.3,    6.0,    7.0,    2.8,    4.3
 1970.0,   11.0,    3.0,  307.0,    8.5,    8.7,    7.8,    4.0,    4.5
 1970.0,   11.0,    4.0,  308.0,    5.3,    5.2,    5.9,    4.4,    4.4
 1970.0,   11.0,    5.0,  309.0,    7.7,    7.9,    6.7,    4.1,    4.9
 1970.0,   11.0,    6.0,  310.0,    4.5,    4.7,    6.0,    1.2,    4.3
 1970.0,   11.0,    7.0,  311.0,    5.2,    7.3,    9.0,    2.0,    5.4
 1970.0,   11.0,    8.0,  312.0,    6.7,    6.3,    7.1,    4.4,    5.1
 1970.0,   11.0,    9.0,  313.0,    8.7,    6.8,    7.3,    1.4,    4.6
 1970.0,   11.0,   10.0,  314.0,    5.9,    6.7,    7.2,    5.0,    4.2
 1970.0,   11.0,   11.0,  315.0,    8.6,    8.1,   10.4,    7.5,    6.4
 1970.0,   11.0,   12.0,  316.0,    7.8,    8.3,    8.4,    9.8,    6.6
 1970.0,   11.0,   13.0,  317.0,    5.6,    6.7,    7.2,    4.9,    5.5
 1970.0,   11.0,   14.0,  318.0,    4.8,    4.7,    6.2,    3.9,    3.0
 1970.0,   11.0,   15.0,  319.0,    5.3,    5.1,    5.8,    4.2,    7.0
 1970.0,   11.0,   16.0,  320.0,    8.2,    7.6,    8.7,    4.6,    5.1
 1970.0,   11.0,   17.0,  321.0,    3.8,    5.2,    4.5,    1.7,    4.9
 1970.0,   11.0,   18.0,  322.0,    6.5,    8.7,    8.6,    2.3,    6.4
 1970.0,   11.0,   19.0,  323.0,    5.4,    5.5,    5.4,    3.4,    4.3
 1970.0,   11.0,   20.0,  324.0,    4.8,    5.4,    6.7,    2.1,    4.3
 1970.0,   11.0,   21.0,  325.0,    5.2,    9.8,    8.3,    1.9,    6.6
 1970.0,   11.0,   22.0,  326.0,    7.0,    9.6,   10.7,    5.0,    4.5
 1970.0,   11.0,   23.0,  327.0,    5.6,    7.0,    5.9,    3.8,    3.8
 1970.0,   11.0,   24.0,  328.0,    8.1,    8.4,   10.2,    6.3,    6.5
 1970.0,   11.0,   25.0,  329.0,    9.0,    9.2,    8.5,    6.3,    5.4
 1970.0,   11.0,   26.0,  330.0,    7.3,    8.3,    7.2,    9.3,    7.2
 1970.0,   11.0,   27.0,  331.0,    8.0,    7.9,    8.1,    6.2,    5.5
 1970.0,   11.0,   28.0,  332.0,    6.7,    7.5,    9.9,    4.4,    7.6
 1970.0,   11.0,   29.0,  333.0,    5.4,    5.6,    5.2,    3.5,    3.3
 1970.0,   11.0,   30.0,  334.0,    6.6,    9.8,    8.0,    7.8,    5.9
 1970.0,   12.0,    1.0,  335.0,   26.3,   16.8,   20.3,    7.5,    6.8
 1970.0,   12.0,    2.0,  336.0,    4.4,    5.0,    5.0,    8.1,    6.7
 1970.0,   12.0,    3.0,  337.0,    4.6,    6.5,    5.8,    2.9,    3.1
 1970.0,   12.0,    4.0,  338.0,    8.3,    8.3,   11.9,    3.7,    6.8
 1970.0,   12.0,    5.0,  339.0,    5.5,    6.7,    8.5,    8.8,    7.1
 1970.0,   12.0,    6.0,  340.0,    5.1,    7.5,    5.1,    1.5,    4.9
 1970.0,   12.0,    7.0,  341.0,    4.0,    5.1,    5.5,    1.1,    2.0
 1970.0,   12.0,    8.0,  342.0,   10.2,    9.0,    8.7,    1.4,    5.6
 1970.0,   12.0,    9.0,  343.0,    4.6,    6.2,    6.4,    1.0,    4.1
 1970.0,   12.0,   10.0,  344.0,    9.1,    8.8,    7.4,    2.4,    2.4
 1970.0,   12.0,   11.0,  345.0,    6.1,    5.5,    8.4,    2.8,    4.6
 1970.0,   12.0,   12.0,  346.0,    4.7,    4.8,    5.4,    1.6,    3.6
 1970.0,   12.0,   13.0,  347.0,    6.0,    6.5,    6.5,    5.3,    4.8
 1970.0,   12.0,   14.0,  348.0,    7.1,    7.3,    4.3,    2.1,    4.6
 1970.0,   12.0,   15.0,  349.0,    6.8,    6.2,    8.2,    3.6,    3.1
 1970.0,   12.0,   16.0,  350.0,    4.4,    4.5,    5.0,    4.8,    5.0
 1970.0,   12.0,   17.0,  351.0,    6.7,    6.9,    8.8,    4.5,    8.4
 1970.0,   12.0,   18.0,  352.0,    8.2,    7.0,    8.4,    1.8,    3.3
 1970.0,   12.0,   19.0,  353.0,    7.4,    7.8,    6.6,    4.6,    3.3
 1970.0,   12.0,   20.0,  354.0,    7.1,    9.0,    7.8,    3.9,    3.7
 1970.0,   12.0,   21.0,  355.0,    4.8,    6.1,    5.0,    3.2,    3.2
 1970.0,   12.0,   22.0,  356.0,    7.5,    6.0,    5.8,    6.7,    5.8
 1970.0,   12.0,   23.0,  357.0,    5.2,    6.5,    7.9,    9.3,    8.7
 1970.0,   12.0,   24.0,  358.0,    7.4,    9.6,   10.4,    5.4,    6.4
 1970.0,   12.0,   25.0,  359.0,    7.3,    8.7,    8.7,    3.1,    6.0
 1970.0,   12.0,   26.0,  360.0,    8.1,    9.2,    7.7,    1.9,    4.3
 1970.0,   12.0,   27.0,  361.0,    5.8,    7.5,    7.3,    7.0,    6.8
 1970.0,   12.0,   28.0,  362.0,    4.6,    5.6,    5.9,    9.8,    7.8
 1970.0,   12.0,   29.0,  363.0,    7.0,    5.6,    8.2,    0.9,    3.6
 1970.0,   12.0,   30.0,  364.0,    6.4,    8.0,    6.1,    1.4,    3.6
 1970.0,   12.0,   31.0,  365.0,    8.7,    6.5,    7.1,    4.6,    4.2
